date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:59:39	26859/26859	---M-Z	200	added ('OK')	text/css	etag:%2268eb-5e31bb30ab9c0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/elementor/css/post-19881.css?ver=1657082991	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/elementor/css/post-1988154f1.css	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:40	8669/8669	---M-Z	200	added ('OK')	text/css	etag:%2221dd-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/thsn-doctery-icon/flaticon.css?ver=1.0.0	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/thsn-doctery-icon/flaticon8a54.css	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:40	41105/41105	---M-Z	200	added ('OK')	text/css	etag:%22a091-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/material-icons/css/material-icons.min.css?ver=1.0.0	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/material-icons/css/material-icons.min8a54.css	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:40	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-5e167fc389140-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:41	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-5e167fc389140-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:41	89684/89684	---M-Z	200	added ('OK')	application/javascript	etag:%2215e54-5f6894e7c168e-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-includes/js/jquery/jquery.mina7a0.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:41	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b9dcafa01180-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:42	62801/62801	---M-Z	200	added ('OK')	application/javascript	etag:%22f551-5e167fb62f1c0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/booking-calendar/js/booking.js?ver=10.12	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/booking-calendar/js/booking593d.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:42	1079/1079	---M-Z	200	added ('OK')	application/javascript	etag:%22437-5e167fb62f1c0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/booking-calendar/js/script.js?ver=10.12	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/booking-calendar/js/script593d.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:43	916/916	---MC-	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2013:59:43%20GMT	https://www.google.com/recaptcha/api.js?onload=wpdevartRecaptchaInit&render=explicit&ver=10.12	C:/My%20Web%20Sites/doctery/www.google.com/recaptcha/apiea0c.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:43	2440/2440	---M-Z	200	added ('OK')	application/javascript	etag:%22988-5e167fb62f1c0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/booking-calendar/js/jquery.scrollTo-min.js?ver=10.12	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/booking-calendar/js/jquery.scrollTo-min593d.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:43	12248/12248	---M-Z	200	added ('OK')	application/javascript	etag:%222fd8-5fbece7f786d9-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/pbminfotech-theme-dock/js/jquery.scrollbar.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/pbminfotech-theme-dock/js/jquery.scrollbar.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:44	875/875	---M-Z	200	added ('OK')	application/javascript	etag:%2236b-5fbece7f786d9-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/pbminfotech-theme-dock/js/script.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/pbminfotech-theme-dock/js/script658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:44	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:%222344-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/waypoints/jquery.waypoints.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/waypoints/jquery.waypoints.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:45	4445/4445	---M-Z	200	added ('OK')	application/javascript	etag:%22115d-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/jquery-circle-progress/circle-progress.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/jquery-circle-progress/circle-progress.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:45	3093/3093	---M-Z	200	added ('OK')	application/javascript	etag:%22c15-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/numinate/numinate.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/numinate/numinate.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:46	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%22ad36-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/owl-carousel/owl.carousel.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/owl-carousel/owl.carousel.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:46	20226/20226	---M-Z	200	added ('OK')	application/javascript	etag:%224f02-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/magnific-popup/jquery.magnific-popup.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/magnific-popup/jquery.magnific-popup.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:47	5473/5473	---M-Z	200	added ('OK')	application/javascript	etag:%221561-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/sticky-toolkit/jquery.sticky-kit.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/sticky-toolkit/jquery.sticky-kit.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:47	14647/14647	---M-Z	200	added ('OK')	application/javascript	etag:%223937-5e294d9b358c0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/js/core.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/js/core.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:48	15686/15686	---M-Z	200	added ('OK')	application/javascript	etag:%223d46-5e294d9b358c0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/js/section.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/js/section.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:48	35444/35444	---M-Z	200	added ('OK')	application/javascript	etag:%228a74-5e176bb75bfc0-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/isotope/isotope.pkgd.min.js?ver=6.1.2	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/themes/doctery/libraries/isotope/isotope.pkgd.min658f.js	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:51	108849/108849	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20May%202023%2013:59:50%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/wp/v2/pages/19881	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/wp/v2/pages/19881.json	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:51	1042079/1042079	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20May%202023%2013:59:50%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/index.html	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:53	918/918	---M-Z	200	added ('OK')	text/xml	date:Thu,%2018%20May%202023%2013:59:53%20GMT	https://doctery-demo.pbminfotech.com/demo2/xmlrpc.php?rsd	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/xmlrpc0db0.php	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:53	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-5b9dcafa01180-gzip%22	https://doctery-demo.pbminfotech.com/demo2/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-includes/wlwmanifest.xml	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:54	2467/2467	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20May%202023%2013:59:54%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctery-demo.pbminfotech.com%2Fdemo2%2F	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embede784.json	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:56	2534/2534	---M-Z	200	added ('OK')	text/xml	date:Thu,%2018%20May%202023%2013:59:56%20GMT	https://doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctery-demo.pbminfotech.com%2Fdemo2%2F&format=xml	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-json/oembed/1.0/embeda84a	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:56	905/905	---M--	200	added ('OK')	image/png	etag:%22389-5b9dcaf3541c0%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2021/01/cropped-fevicon-32x32.png	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2021/01/cropped-fevicon-32x32.png	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:57	7750/7750	---M--	200	added ('OK')	image/png	etag:%221e46-5b9dcaf3541c0%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2021/01/cropped-fevicon-192x192.png	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2021/01/cropped-fevicon-192x192.png	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:57	14681/14681	---M--	200	added ('OK')	image/png	etag:%223959-5b9dcaf3541c0%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2021/01/cropped-fevicon-180x180.png	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2021/01/cropped-fevicon-180x180.png	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:58	7087/7087	---M--	200	added ('OK')	image/png	etag:%221baf-5e06fe951d800%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2022/06/logo.png	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/uploads/sites/3/2022/06/logo.png	(from https://doctery-demo.pbminfotech.com/demo2/)
14:59:59	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20May%202023%2013:59:59%20GMT	http://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/revslider/public/assets/assets/dummy.39.delayed	(from https://doctery-demo.pbminfotech.com/demo2/)
15:00:00	112233/112233	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:00:00%20GMT	https://doctery-demo.pbminfotech.com/demo2/about-us-2/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/about-us-2/index.html	(from https://doctery-demo.pbminfotech.com/demo2/)
15:00:00	127839/127839	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:00:00%20GMT	https://doctery-demo.pbminfotech.com/demo2/about-us/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/about-us/index.html	(from https://doctery-demo.pbminfotech.com/demo2/)
15:00:00	90297/90297	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:00:00%20GMT	https://doctery-demo.pbminfotech.com/demo2/our-history/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/our-history/index.html	(from https://doctery-demo.pbminfotech.com/demo2/)
15:00:00	68/68	---M--	200	added ('OK')	image/png	etag:%2244-5e2a376f704c0%22	https://doctery-demo.pbminfotech.com/demo2/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://doctery-demo.pbminfotech.com/demo2/)
15:00:01	93463/93463	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2014:00:01%20GMT	https://doctery-demo.pbminfotech.com/demo2/our-plans/	C:/My%20Web%20Sites/doctery/doctery-demo.pbminfotech.com/demo2/our-plans/index.html	(from https://doctery-demo.pbminfotech.com/demo2/)
